model,ram_gb,storage_gb,color,battery_health_pct,price_egp,warranty
iPhone 6 Plus,1,128,Space Gray,87,2100,No
iPhone X,3,64,Silver,88,8900,No
iPhone 6s,2,64,Rose Gold,93,4700,No
iPhone 17,8,256,White,74,55600,Unknown
iPhone 16 Plus,8,512,Ultramarine,100,60000,No
iPhone XS Max,4,256,Silver,89,15500,Yes
iPhone 6 Plus,1,128,Silver,92,3800,No
iPhone 6,1,128,Space Gray,78,2500,Yes
iPhone X,3,64,Space Gray,75,3900,No
iPhone 5s,1,16,Gold,91,2500,No
iPhone XR,3,64,Coral,89,7500,No
iPhone 13 Pro Max,6,128,Graphite,77,27400,No
iPhone 16 Plus,8,128,Pink,78,45400,No
iPhone Air,12,1024,Cloud White,70,62300,Yes
iPhone SE (2nd gen),3,256,White,85,12600,Unknown
iPhone 16e,8,128,Black,78,37400,Unknown
iPhone 11 Pro Max,4,256,Gold,92,21100,Yes
iPhone 14 Pro,6,128,Gold,89,32800,No
iPhone Air,12,256,Light Gold,81,51800,No
iPhone 16e,8,128,White,81,36400,Yes
iPhone 12 mini,4,256,White,92,16900,No
iPhone XS,4,256,Silver,92,12100,Unknown
iPhone SE (2nd gen),3,256,White,91,13700,Yes
iPhone XR,3,64,Yellow,79,9100,No
iPhone 12 Pro,6,256,Pacific Blue,86,20200,Yes
iPhone 13 Pro,6,512,Sierra Blue,92,36700,Unknown
iPhone 11 Pro Max,4,64,Midnight Green,85,15400,No
iPhone 8 Plus,3,256,Space Gray,84,9600,No
iPhone 16 Plus,8,128,Teal,70,44400,No
iPhone 7,2,32,Black,79,4200,Yes
iPhone 12 mini,4,256,Blue,83,13000,No
iPhone 8,2,256,Space Gray,82,13700,No
iPhone 8,2,128,Red,76,1700,Unknown
iPhone XS,4,256,Silver,80,11600,Unknown
iPhone SE (2nd gen),3,128,White,94,9200,Yes
iPhone 8,2,256,Space Gray,89,14100,No
iPhone 16,8,512,Teal,89,53600,No
iPhone 7 Plus,3,256,Gold,84,8400,Yes
iPhone 14 Plus,6,128,Midnight,100,32900,Yes
iPhone 13 Pro,6,512,Sierra Blue,100,35500,No
iPhone 15 Plus,6,256,Green,97,46100,No
iPhone 12,4,64,Black,82,11200,Yes
iPhone 15 Plus,6,256,Pink,87,44400,Yes
iPhone 5c,1,8,Green,79,1600,No
iPhone 6 Plus,1,128,Silver,93,3100,No
iPhone 15,6,128,Green,89,34000,Yes
iPhone 17e,8,256,Black,94,51000,Yes
iPhone 16 Plus,8,128,Pink,81,48200,No
iPhone 5c,1,16,Green,82,1800,No
iPhone Air,12,1024,Light Gold,85,72400,Yes
iPhone 5s,1,16,Space Gray,76,1500,No
iPhone 15 Pro Max,8,512,White Titanium,92,59100,No
iPhone 15 Pro Max,8,1024,White Titanium,94,65300,Unknown
iPhone 8,2,128,Space Gray,86,4000,No
iPhone 5c,1,32,Pink,100,5200,No
iPhone 15,6,512,Black,85,42500,No
iPhone 15 Plus,6,256,Pink,83,43800,No
iPhone SE (2nd gen),3,128,Red,83,7500,No
iPhone 16 Pro Max,8,256,Natural Titanium,77,60600,Yes
iPhone 6 Plus,1,128,Silver,92,4800,No
iPhone 15 Pro,8,128,Blue Titanium,93,45500,Unknown
iPhone 12 mini,4,128,Blue,96,12700,No
iPhone 14 Pro,6,512,Deep Purple,85,40100,No
iPhone 12 mini,4,256,Red,86,18700,No
iPhone 15 Pro Max,8,1024,Black Titanium,100,68200,No
iPhone 11 Pro,4,256,Gold,89,17600,No
iPhone 5,1,32,White,87,7500,Yes
iPhone 15 Pro Max,8,256,White Titanium,75,46500,No
iPhone 16,8,512,Black,82,48900,No
iPhone XS Max,4,256,Space Gray,85,15200,Unknown
iPhone 5,1,32,Black,76,3500,No
iPhone 13 mini,4,128,Red,87,19000,Yes
iPhone 8,2,256,Space Gray,94,12500,No
iPhone 12,4,128,White,88,15900,No
iPhone 8 Plus,3,64,Gold,80,4500,Unknown
iPhone 15 Pro Max,8,256,Blue Titanium,87,53400,No
iPhone XS,4,256,Space Gray,93,10100,No
iPhone 11 Pro,4,256,Gold,80,13800,No
iPhone 8,2,128,Red,93,9600,No
iPhone 5,1,32,White,85,6300,No
iPhone 12 Pro,6,128,Graphite,91,18300,No
iPhone 17,8,256,Lavender,80,57000,No
iPhone 7,2,128,Jet Black,78,1500,Unknown
iPhone 14,6,512,Starlight,97,36800,No
iPhone 6s,2,32,Rose Gold,91,1500,No
iPhone 14,6,512,Midnight,84,32500,No
iPhone 5,1,32,White,93,6300,No
iPhone XR,3,128,Black,82,7700,No
iPhone 12 Pro,6,128,Silver,100,21700,No
iPhone 14 Pro,6,512,Silver,82,42000,Yes
iPhone 16e,8,256,Black,92,41100,Yes
iPhone 12 Pro Max,6,512,Gold,85,29700,No
iPhone 5s,1,16,Space Gray,87,2100,No
iPhone XS Max,4,64,Space Gray,87,13000,No
iPhone 13,4,128,Red,79,22400,No
iPhone 16,8,256,Pink,96,44900,No
iPhone 14,6,128,Midnight,93,25100,Unknown
iPhone 16 Plus,8,128,Pink,89,44900,Unknown
iPhone 8 Plus,3,128,Space Gray,73,5500,Unknown
iPhone 17 Pro Max,12,1024,Cosmic Orange,96,96200,No
iPhone 13 mini,4,128,Green,80,14100,No
iPhone 8 Plus,3,256,Space Gray,74,9100,No
iPhone 13 Pro,6,128,Gold,91,24400,Yes
iPhone 8,2,64,Gold,94,6700,No
iPhone 14,6,128,Purple,100,37400,Unknown
iPhone 12 Pro Max,6,128,Silver,77,23000,No
iPhone 6,1,64,Gold,74,1600,No
iPhone 6 Plus,1,128,Silver,91,3200,Unknown
iPhone Air,12,1024,Sky Blue,98,67100,Yes
iPhone 6s Plus,2,128,Space Gray,91,3500,No
iPhone 11,4,256,Black,85,17000,Unknown
iPhone 5,1,32,Black,81,1600,Unknown
iPhone 12 mini,4,256,Red,95,20700,No
iPhone 5,1,16,Black,95,5600,Unknown
iPhone XR,3,64,Coral,93,9200,No
iPhone 16 Pro,8,512,White Titanium,95,60200,No
iPhone 6s,2,16,Rose Gold,92,5300,No
iPhone 14 Pro,6,512,Deep Purple,84,37400,Unknown
iPhone 13 Pro,6,512,Graphite,84,31400,Unknown
iPhone 5s,1,16,Space Gray,73,1500,Unknown
iPhone 6s,2,32,Silver,94,4900,No
iPhone 6s,2,16,Silver,90,5700,Unknown
iPhone 15 Pro,8,512,Natural Titanium,85,55600,Yes
iPhone 14,6,128,Starlight,78,31800,Yes
iPhone 6 Plus,1,16,Gold,83,5000,No
iPhone 12 mini,4,64,Blue,93,10600,No
iPhone Air,12,1024,Light Gold,91,69500,No
iPhone 15 Plus,6,256,Blue,91,42700,No
iPhone 7 Plus,3,32,Jet Black,85,4600,No
iPhone 6s Plus,2,64,Rose Gold,84,3600,No
iPhone 12,4,256,Black,74,12900,No
iPhone 5s,1,32,Gold,83,1500,No
iPhone 12 Pro,6,256,Silver,87,25400,No
iPhone 17 Pro Max,12,512,Silver,86,83000,No
iPhone 15 Plus,6,128,Green,89,37100,No
iPhone 17 Pro,12,1024,Cosmic Orange,72,82300,No
iPhone 8 Plus,3,256,Gold,82,11700,Yes
iPhone 8 Plus,3,64,Gold,75,3600,No
iPhone 17 Pro Max,12,256,Cosmic Orange,80,76400,No
iPhone XR,3,128,Black,75,8300,Yes
iPhone 12 mini,4,64,Blue,90,12800,No
iPhone 8,2,128,Space Gray,79,3800,Yes
iPhone Air,12,1024,Light Gold,95,72700,Unknown
iPhone 5s,1,16,Gold,84,2100,No
iPhone 5s,1,32,Silver,74,1500,No
iPhone XR,3,128,Black,79,7900,No
iPhone 16 Pro,8,512,Desert Titanium,79,60000,No
iPhone 11,4,256,Black,71,15300,Yes
iPhone XS,4,64,Silver,84,7900,No
iPhone XS Max,4,64,Space Gray,92,9000,No
iPhone 6 Plus,1,128,Space Gray,70,1500,Unknown
iPhone 7 Plus,3,32,Gold,75,4800,No
iPhone XS Max,4,256,Silver,95,13300,No
iPhone 16 Plus,8,512,Ultramarine,87,55800,No
iPhone 15,6,128,Blue,89,29200,No
iPhone 16 Pro,8,512,Desert Titanium,79,57900,Unknown
iPhone 13 Pro Max,6,512,Alpine Green,80,44000,Unknown
iPhone 14 Pro Max,6,1024,Deep Purple,94,60800,No
iPhone 15 Pro Max,8,256,White Titanium,85,46700,Unknown
iPhone 15,6,512,Yellow,81,40000,No
iPhone 11,4,64,Green,95,15600,Unknown
iPhone 16 Pro,8,512,White Titanium,94,64400,No
iPhone 12 mini,4,128,Red,93,12600,No
iPhone Air,12,1024,Cloud White,76,65300,Unknown
iPhone 12 Pro,6,256,Silver,100,28000,No
iPhone 8,2,64,Space Gray,79,5500,No
iPhone 13 mini,4,128,Green,72,14100,No
iPhone SE (2nd gen),3,128,White,94,8800,No
iPhone X,3,64,Silver,90,8700,Unknown
iPhone 15 Plus,6,256,Black,92,46300,No
iPhone 12 mini,4,64,Blue,96,12600,No
iPhone 17 Pro Max,12,512,Deep Blue,79,81100,No
iPhone 5s,1,16,Silver,80,1500,No
iPhone Air,12,1024,Cloud White,85,63600,Unknown
iPhone SE (2nd gen),3,256,White,88,12100,No
iPhone 17 Pro Max,12,512,Deep Blue,81,80400,No
iPhone 11,4,64,Purple,78,6900,No
iPhone 11 Pro Max,4,64,Midnight Green,78,14600,No
iPhone 16e,8,256,Black,78,35900,No
iPhone 14 Pro Max,6,256,Deep Purple,80,41000,Yes
iPhone 8 Plus,3,128,Gold,83,8300,Yes
iPhone XS Max,4,256,Space Gray,72,14900,No
iPhone 16 Pro,8,512,White Titanium,98,61500,Yes
iPhone 15 Pro Max,8,256,Blue Titanium,100,54300,No
iPhone 15 Pro Max,8,1024,White Titanium,79,63100,No
iPhone 14 Pro Max,6,1024,Deep Purple,85,59100,Unknown
iPhone 13,4,128,Red,84,20900,Unknown
iPhone 6s Plus,2,64,Space Gray,90,2300,No
iPhone 7 Plus,3,256,Gold,85,7100,Unknown
iPhone 13,4,128,Starlight,92,25600,No
iPhone 6s,2,32,Silver,89,3700,No
iPhone 7 Plus,3,32,Black,93,3700,Unknown
iPhone 13 Pro Max,6,128,Graphite,74,30400,No
iPhone 16,8,128,Pink,98,41300,No
iPhone 17,8,512,Black,73,62600,Unknown
iPhone 11,4,128,Green,83,13400,Unknown
iPhone 15,6,128,Black,100,39100,No
iPhone 14 Pro Max,6,512,Space Black,86,46800,No
iPhone 13 mini,4,512,Red,79,26700,No
iPhone 16e,8,256,Black,81,36700,No
iPhone 13 Pro,6,256,Sierra Blue,86,30100,No
iPhone 7 Plus,3,32,Gold,70,2900,No
iPhone SE (2nd gen),3,256,Black,93,13000,Unknown
iPhone 11 Pro Max,4,256,Space Gray,99,23400,Unknown
iPhone 16,8,128,Pink,99,44000,No
iPhone 5c,1,32,Pink,95,7300,No
iPhone 13 mini,4,256,Red,98,23100,Unknown
iPhone 17 Pro,12,256,Deep Blue,70,65700,No
iPhone 8 Plus,3,256,Space Gray,80,8900,No
iPhone 7 Plus,3,256,Gold,80,7500,No
iPhone 5c,1,16,Blue,83,2600,Unknown
iPhone 12,4,64,Black,80,9500,No
iPhone 5s,1,16,Gold,86,6900,No
iPhone 7 Plus,3,32,Gold,79,5400,No
iPhone 12 Pro Max,6,256,Graphite,81,28100,No
iPhone 11,4,256,Black,84,16500,Yes
iPhone 6 Plus,1,16,Gold,95,5600,No
iPhone 16 Pro,8,512,Desert Titanium,83,62400,Unknown
iPhone 6,1,32,Silver,82,4800,Yes
iPhone 12 Pro Max,6,512,Graphite,85,35100,Unknown
iPhone 14 Pro Max,6,128,Space Black,93,41000,No
iPhone 17 Pro,12,1024,Cosmic Orange,77,84800,Unknown
iPhone 6 Plus,1,128,Silver,86,5600,No
iPhone 6s Plus,2,64,Rose Gold,79,4100,No
iPhone 5c,1,16,Blue,80,1500,No
iPhone 6s Plus,2,64,Space Gray,75,1500,Yes
iPhone 7 Plus,3,256,Red,86,9300,Unknown
iPhone 8,2,128,Space Gray,79,4600,No
iPhone 7 Plus,3,128,Silver,90,4200,No
iPhone 8 Plus,3,128,Space Gray,70,6000,Unknown
iPhone 14 Plus,6,128,Starlight,71,25400,Yes
iPhone 6s Plus,2,64,Space Gray,96,3500,No
iPhone 5c,1,16,Green,81,3700,No
iPhone Air,12,512,Space Black,81,58200,No
iPhone 12 Pro,6,128,Pacific Blue,88,22400,No
iPhone 12 mini,4,128,Blue,95,14600,Unknown
iPhone 7,2,128,Rose Gold,87,6200,No
iPhone 12 Pro Max,6,128,Silver,88,25800,Unknown
iPhone 5,1,16,White,84,4200,Yes
iPhone 13 Pro,6,1024,Graphite,84,45700,No
iPhone 16e,8,128,Black,90,35300,No
iPhone 13 Pro Max,6,128,Graphite,77,29900,No
iPhone Air,12,1024,Cloud White,87,66200,No
iPhone 17 Pro Max,12,256,Cosmic Orange,75,75500,Yes
iPhone 15,6,512,Green,98,47600,Yes
iPhone 7,2,256,Red,91,8900,Unknown
iPhone 12 Pro,6,128,Silver,100,24400,No
iPhone XS,4,256,Gold,88,12600,No
iPhone 16 Pro Max,8,256,Natural Titanium,84,61700,No
iPhone 6s,2,32,Silver,91,3000,Unknown
iPhone 13 Pro Max,6,256,Graphite,78,39900,Unknown
iPhone 6,1,64,Space Gray,100,5200,No
iPhone 6s,2,16,Silver,79,5000,Unknown
iPhone 16 Pro,8,256,Natural Titanium,80,53400,No
iPhone 7 Plus,3,128,Silver,79,2300,Unknown
iPhone 5c,1,8,Green,91,3200,No
iPhone X,3,64,Space Gray,91,10200,Yes
iPhone 15 Pro,8,128,Black Titanium,77,44100,Unknown
iPhone 15 Pro Max,8,1024,White Titanium,80,67500,No
iPhone Air,12,1024,Light Gold,89,70300,Yes
iPhone 12,4,128,Blue,86,12000,No
iPhone 17 Pro,12,512,Cosmic Orange,98,78700,No
iPhone 7,2,128,Rose Gold,90,4900,No
iPhone 15,6,128,Black,97,38400,No
iPhone 11 Pro Max,4,256,Space Gray,89,21200,Unknown
iPhone 17e,8,256,Black,82,41200,No
iPhone 11 Pro Max,4,256,Space Gray,97,23800,No
iPhone 16 Pro Max,8,512,Natural Titanium,84,64300,Unknown
iPhone 6s,2,16,Silver,94,5600,No
iPhone 11 Pro,4,256,Gold,98,19400,No
iPhone 5c,1,16,Green,82,4800,No
iPhone XS,4,256,Silver,88,11900,No
iPhone 12,4,128,Blue,96,16100,No
iPhone 14 Pro Max,6,128,Gold,100,42700,Unknown
iPhone 12 mini,4,64,Black,78,9100,Unknown
iPhone 12 Pro,6,256,Silver,100,26800,No
iPhone 12 Pro,6,128,Pacific Blue,82,20900,Yes
iPhone 17 Pro,12,1024,Cosmic Orange,76,85500,Unknown
iPhone 15 Pro,8,256,Blue Titanium,87,50000,Unknown
iPhone 16 Plus,8,256,Pink,78,48500,No
iPhone 17 Pro Max,12,1024,Silver,95,95500,No
iPhone Air,12,1024,Light Gold,75,62400,No
iPhone 12 mini,4,64,Black,86,8800,No
iPhone 12 Pro Max,6,512,Gold,79,31700,No
iPhone 11,4,256,Black,81,15300,No
iPhone 15 Pro Max,8,512,White Titanium,81,56100,No
iPhone 13 Pro,6,128,Alpine Green,92,25400,No
iPhone 12 Pro Max,6,128,Gold,82,24500,No
iPhone 14 Pro Max,6,128,Deep Purple,91,39400,Unknown
iPhone 6,1,128,Space Gray,77,1500,No
iPhone XR,3,64,Coral,82,6300,Unknown
iPhone 16 Plus,8,512,Ultramarine,71,51300,No
iPhone 5,1,16,Black,84,3600,No
iPhone 17 Pro,12,512,Cosmic Orange,97,78400,Unknown
iPhone XR,3,128,Black,81,8700,No
iPhone 15 Pro,8,256,White Titanium,92,49000,Unknown
iPhone 5,1,32,White,93,6900,No
iPhone 16 Plus,8,256,Black,82,48400,No
iPhone 16e,8,256,Black,78,36700,Yes
iPhone 16,8,128,Black,100,45800,No
iPhone 16,8,512,Black,78,50400,Yes
iPhone 6s,2,64,Rose Gold,86,1800,No
iPhone 17 Pro Max,12,512,Cosmic Orange,90,78400,No
iPhone 15 Plus,6,128,Blue,91,39200,Unknown
iPhone 8 Plus,3,256,Gold,84,11000,No
iPhone 13,4,128,Starlight,82,25600,Yes
iPhone XR,3,64,Coral,93,7200,No
iPhone 5s,1,16,Silver,82,1600,Unknown
iPhone XS,4,256,Gold,83,12600,Unknown
iPhone 15 Plus,6,256,Pink,79,43500,Unknown
iPhone X,3,256,Black,83,7100,Unknown
iPhone 12 Pro Max,6,512,Pacific Blue,82,31200,No
iPhone 6 Plus,1,16,Gold,91,5700,No
iPhone 6s,2,16,Silver,81,4600,Yes
iPhone XS,4,256,Gold,84,13700,No
iPhone 5s,1,16,Silver,87,2800,Unknown
iPhone 14 Plus,6,512,Blue,80,39100,No
iPhone 12 Pro Max,6,128,Gold,81,25200,Unknown
iPhone 15 Plus,6,128,Yellow,74,36000,No
iPhone 5,1,32,Black,87,4200,Yes
iPhone 13,4,256,Midnight,90,25200,No
iPhone SE (2nd gen),3,256,White,83,11400,No
iPhone 16,8,256,Pink,83,43500,Unknown
iPhone 5s,1,64,Gold,90,3300,No
iPhone 7,2,256,Silver,94,9400,Unknown
iPhone 8 Plus,3,256,Silver,89,11900,Unknown
iPhone 6 Plus,1,128,Space Gray,72,1500,Unknown
iPhone XR,3,64,White,94,10200,No
iPhone 6,1,64,Gold,84,1800,No
iPhone 14 Pro,6,128,Gold,96,30300,No
iPhone 12,4,64,White,96,12500,No
iPhone 14 Pro Max,6,1024,Deep Purple,79,57100,No
iPhone 17 Pro,12,256,Deep Blue,73,68700,Yes
iPhone 6 Plus,1,128,Silver,82,5800,Yes
iPhone 13,4,128,Starlight,86,18300,Yes
iPhone 12 Pro,6,256,Graphite,83,23700,No
iPhone 5,1,32,Black,92,2400,Unknown
iPhone 6,1,64,Space Gray,96,3400,No
iPhone XS Max,4,64,Gold,85,13000,Yes
iPhone 13,4,512,Midnight,84,31100,No
iPhone 16 Pro,8,256,Desert Titanium,74,53100,Unknown
iPhone 16 Pro,8,512,Desert Titanium,84,60700,No
iPhone 8 Plus,3,64,Red,90,4500,Unknown
iPhone 13 mini,4,128,Red,84,15300,No
iPhone 17,8,256,Sage,87,58800,No
iPhone 13 Pro,6,512,Sierra Blue,99,37800,Unknown
iPhone 13 mini,4,256,Pink,93,19800,Unknown
iPhone 16,8,256,Pink,83,45800,No
iPhone 11,4,128,White,90,13400,No
iPhone 16 Plus,8,256,Pink,100,54100,Yes
iPhone 12 mini,4,64,Black,71,6000,No
iPhone 12 Pro,6,512,Graphite,76,28200,No
iPhone 6 Plus,1,128,Silver,89,4600,Yes
iPhone 17e,8,256,White,90,48400,No
iPhone XS Max,4,64,Gold,87,12900,Yes
iPhone 13 mini,4,128,Red,80,19100,Yes
iPhone 12,4,64,Black,87,10900,No
iPhone 16e,8,256,White,76,39400,No
iPhone 12 Pro,6,256,Graphite,88,24000,No
iPhone 12,4,64,Black,80,10900,No
iPhone 13,4,128,Midnight,90,23500,Yes
iPhone XS,4,256,Silver,83,11400,No
iPhone 14 Pro Max,6,256,Deep Purple,70,40900,No
iPhone 5,1,64,White,94,4900,Unknown
iPhone 17e,8,256,Black,89,50600,No
iPhone 14 Pro,6,128,Gold,81,28500,No
iPhone 5s,1,32,Gold,85,2200,No
iPhone 8,2,256,Space Gray,80,11400,No
iPhone 17e,8,256,White,100,47600,Unknown
iPhone 8,2,128,Red,78,6800,Unknown
iPhone 11,4,128,Black,89,11900,Yes
iPhone 11 Pro Max,4,256,Space Gray,92,18500,No
iPhone 6 Plus,1,128,Space Gray,85,4300,Unknown
iPhone 12,4,64,Black,93,11200,Unknown
iPhone 13 Pro,6,128,Gold,94,27700,No
iPhone 11,4,256,Black,86,14800,Unknown
iPhone 6,1,64,Gold,74,1500,No
iPhone 6s Plus,2,64,Rose Gold,95,4900,No
iPhone 6s Plus,2,32,Silver,83,3100,Unknown
iPhone 12,4,128,Blue,83,11100,No
iPhone 13,4,512,Midnight,83,31300,No
iPhone 15 Plus,6,128,Yellow,99,43100,Yes
iPhone XR,3,64,Yellow,79,9400,No
iPhone 7,2,256,Red,87,8100,No
iPhone 7 Plus,3,256,Silver,92,12100,No
iPhone 11 Pro Max,4,512,Silver,98,28900,No
iPhone 12 Pro,6,128,Silver,100,23600,No
iPhone 11 Pro,4,256,Gold,79,13400,No
iPhone 15 Pro,8,128,Black Titanium,77,42100,Unknown
iPhone 6,1,64,Space Gray,98,2600,No
iPhone 16 Pro,8,512,Black Titanium,92,61600,No
iPhone 16e,8,256,White,77,38700,No
iPhone 7,2,128,Black,82,3600,No
iPhone 7 Plus,3,256,Red,80,8800,Yes
iPhone 5s,1,16,Silver,81,1900,Yes
iPhone 17 Pro,12,256,Deep Blue,100,73300,No
iPhone 16,8,128,Teal,88,44500,No
iPhone 13 mini,4,512,Red,100,30400,No
iPhone 17 Pro,12,256,Deep Blue,100,74300,No
iPhone 13 mini,4,256,Red,98,21900,No
iPhone 12 Pro Max,6,512,Gold,85,28700,Unknown
iPhone 15 Pro,8,128,Blue Titanium,100,47800,No
iPhone 13 Pro Max,6,128,Graphite,70,27000,No
iPhone 17 Pro Max,12,512,Cosmic Orange,94,82400,No
iPhone 17,8,256,White,70,52700,Yes
iPhone 17 Pro Max,12,512,Deep Blue,84,81300,No
iPhone 12 Pro Max,6,512,Pacific Blue,78,32100,Yes
iPhone 6 Plus,1,128,Silver,84,3300,Unknown
iPhone 14 Plus,6,512,Blue,74,35900,No
iPhone 13 Pro,6,256,Sierra Blue,92,33700,Yes
iPhone 6s Plus,2,16,Silver,100,5500,Unknown
iPhone 6s Plus,2,64,Space Gray,89,2600,Unknown
iPhone 12 mini,4,256,White,100,16200,No
iPhone 6 Plus,1,128,Space Gray,78,4100,No
iPhone 17 Pro Max,12,1024,Silver,100,93600,No
iPhone SE (2nd gen),3,256,White,89,13700,No
iPhone 5c,1,16,Blue,91,3200,No
iPhone 5s,1,64,Gold,84,2700,Yes
iPhone 13 mini,4,128,Blue,94,19500,Yes
iPhone 6 Plus,1,128,Silver,91,3100,No
iPhone XS,4,256,Silver,87,11600,No
iPhone 11 Pro Max,4,256,Space Gray,90,24200,No
iPhone 6s Plus,2,64,Rose Gold,87,3700,No
iPhone 14,6,128,Starlight,93,37400,Yes
iPhone 15 Pro,8,256,White Titanium,80,46500,No
iPhone 11 Pro,4,256,Gold,87,14200,No
iPhone 5,1,32,White,94,8400,Yes
iPhone XR,3,64,Coral,88,9800,Yes
iPhone 16 Pro Max,8,1024,Black Titanium,91,81700,Yes
iPhone 17 Pro Max,12,1024,Deep Blue,86,86600,No
iPhone 16 Plus,8,512,Ultramarine,87,56200,Yes
iPhone 12,4,64,Black,89,10500,No
iPhone 6s,2,32,Silver,100,7300,No
iPhone 12 Pro,6,256,Graphite,70,19200,Unknown
iPhone X,3,64,Silver,88,8700,Yes
iPhone 12,4,64,Black,81,11300,Yes
iPhone 14 Pro Max,6,128,Deep Purple,90,39800,Yes
iPhone 11 Pro Max,4,256,Space Gray,88,23300,Yes
iPhone 14 Pro Max,6,1024,Deep Purple,81,59200,Yes
iPhone 17,8,512,Black,71,62100,No
iPhone 12 Pro Max,6,128,Gold,76,20800,Unknown
iPhone 12 Pro,6,256,Graphite,92,24800,No
iPhone XS,4,256,Gold,81,14000,Unknown
iPhone 6s Plus,2,16,Rose Gold,100,9400,Yes
iPhone Air,12,1024,Light Gold,88,66700,Yes
iPhone 16 Pro,8,128,Desert Titanium,99,55400,Yes
iPhone 16 Pro,8,1024,Desert Titanium,91,71900,No
iPhone 14 Pro,6,512,Deep Purple,86,41000,Yes
iPhone 13 Pro Max,6,128,Alpine Green,87,33300,Yes
iPhone Air,12,1024,Cloud White,100,72900,No
iPhone 12 mini,4,256,Red,82,18300,No
iPhone X,3,64,Silver,80,5600,No
iPhone 15 Pro,8,128,Black Titanium,77,43800,Yes
iPhone 11 Pro,4,512,Midnight Green,79,25900,Unknown
iPhone 12,4,64,White,94,11900,No
iPhone 16 Pro Max,8,256,Natural Titanium,76,60800,No
iPhone 8,2,256,Space Gray,82,9700,No
iPhone 12 Pro Max,6,128,Silver,84,26300,No
iPhone 6 Plus,1,128,Silver,91,7100,Yes
iPhone 12,4,128,Blue,85,11300,No
iPhone XR,3,128,Black,77,8000,No
iPhone 5,1,32,Black,71,1500,Yes
iPhone 12,4,64,Black,71,7500,No
iPhone 16e,8,256,Black,81,38100,No
iPhone 14 Pro Max,6,1024,Deep Purple,79,58900,Unknown
iPhone 17,8,512,Sage,93,63500,Unknown
iPhone 17,8,512,Sage,83,58400,No
iPhone 11 Pro,4,256,Gold,79,9200,No
iPhone 16 Pro,8,256,Natural Titanium,81,51600,No
iPhone 14,6,128,Midnight,93,24400,No
iPhone 5c,1,16,Yellow,75,1500,No
iPhone XS,4,256,Silver,83,13000,Yes
iPhone 5,1,32,Black,81,4300,Yes
iPhone 6s Plus,2,16,Rose Gold,99,8100,No
iPhone 14,6,512,Midnight,91,34300,Yes
iPhone SE (2nd gen),3,128,Black,80,8200,No
iPhone 8 Plus,3,64,Gold,91,5100,No
iPhone 16 Pro,8,256,Desert Titanium,71,55700,Yes
iPhone 17 Pro,12,1024,Cosmic Orange,82,80400,Unknown
iPhone 15 Plus,6,128,Blue,89,39900,No
iPhone 12,4,256,Black,73,19000,Unknown
iPhone 7,2,256,Silver,78,9200,No
iPhone 5s,1,64,Gold,82,2100,No
iPhone X,3,64,Space Gray,76,5500,No
iPhone 13 Pro Max,6,256,Gold,100,40800,Yes
iPhone 16e,8,128,Black,89,35300,Unknown
iPhone 15 Plus,6,128,Yellow,94,41500,No
iPhone XR,3,64,Yellow,92,10500,No
iPhone 15,6,512,Black,95,43600,No
iPhone 7 Plus,3,128,Silver,80,1900,No
iPhone 12,4,64,Black,78,10400,Yes
iPhone 7 Plus,3,128,Black,93,7600,Unknown
iPhone 11 Pro Max,4,512,Space Gray,97,25500,No
iPhone 6,1,64,Space Gray,93,3000,No
iPhone 17 Pro Max,12,1024,Deep Blue,92,87700,No
iPhone 16 Pro Max,8,512,Natural Titanium,85,69000,Unknown
iPhone 5s,1,16,Silver,75,1500,No
iPhone 16 Pro Max,8,256,Natural Titanium,90,56700,No
iPhone 8,2,128,Red,81,8800,No
iPhone 5s,1,64,Gold,91,6700,Unknown
iPhone 12 Pro,6,128,Gold,100,19300,No
iPhone 17,8,512,Black,71,62800,No
iPhone 13,4,128,Midnight,90,22000,No
iPhone 11 Pro,4,256,Gold,90,15100,No
iPhone 13 mini,4,512,Red,88,27200,No
iPhone 15 Pro,8,256,Blue Titanium,83,51200,No
iPhone 5s,1,16,Silver,78,1500,No
iPhone 15 Plus,6,128,Green,87,38400,Yes
iPhone 17e,8,512,White,93,53200,No
iPhone 15 Pro Max,8,1024,Blue Titanium,87,64300,No
iPhone 16 Plus,8,256,Pink,79,49300,No
iPhone 6s,2,16,Silver,82,4400,Unknown
iPhone 8 Plus,3,256,Space Gray,72,10000,Yes
iPhone 15 Pro,8,256,Blue Titanium,92,55500,No
iPhone 8 Plus,3,64,Red,93,6100,No
iPhone 6s,2,32,Silver,100,5000,No
iPhone Air,12,256,Light Gold,74,50800,No
iPhone 12 Pro,6,128,Graphite,75,17600,No
iPhone Air,12,512,Cloud White,85,58900,No
iPhone 13 mini,4,512,Green,82,26400,Unknown
iPhone 7,2,32,Silver,83,1600,No
iPhone 15 Pro Max,8,512,White Titanium,81,60000,No
iPhone 7 Plus,3,128,Black,93,8900,No
iPhone 5s,1,16,Gold,82,2400,Yes
iPhone 7,2,128,Black,92,6000,No
iPhone 13 mini,4,256,Blue,83,21700,Yes
iPhone 6s Plus,2,32,Silver,70,1500,No
iPhone 16e,8,256,Black,89,38600,No
iPhone 14 Pro,6,256,Deep Purple,84,38700,No
iPhone X,3,64,Space Gray,70,2400,No
